Iteration,Layer,Index,Bit
23926,features[11],480384,3
23927,features[18],375241,1
23928,features[25],2202784,0
23929,classifier[0],856122,2
23930,classifier[0],1924513,0
23931,classifier[0],1514255,4
23932,features[11],320484,2
23933,features[4],17597,4
23934,features[11],421463,4
23935,classifier[6],24434,3
23936,features[15],210105,2
23937,classifier[0],794848,0
23938,features[18],828227,1
23939,features[0],1037,2
23940,features[8],159435,3
23941,features[25],1177875,2
23942,features[22],1294002,3
23943,features[25],1382802,1
23944,classifier[0],723621,2
23945,classifier[0],1229555,2
23946,features[0],389,4
23947,features[15],215303,2
23948,classifier[6],34903,0
23949,features[15],373532,1
23950,features[18],1922966,1
23951,features[25],495871,0
23952,classifier[6],29360,4
23953,classifier[6],23920,3
23954,classifier[0],1063510,3
23955,classifier[6],19922,4
23956,features[11],337039,0
23957,features[15],1052649,2
23958,features[15],77124,4
23959,features[0],99,0
23960,classifier[6],22628,3
23961,features[18],1704021,2
23962,classifier[0],700098,4
23963,features[4],11435,0
23964,features[18],1896157,0
23965,features[4],63469,4
23966,features[15],797750,2
23967,features[22],69337,3
23968,features[15],376714,4
23969,classifier[6],18681,2
23970,classifier[3],8663566,4
23971,features[18],982128,2
23972,classifier[3],9262088,2
23973,features[8],33395,0
23974,features[4],25635,2
23975,classifier[3],6323753,2
23976,features[15],227714,0
23977,features[11],112411,3
23978,features[8],69487,1
23979,features[25],529855,3
23980,features[25],1262613,4
23981,features[4],56474,1
23982,features[11],536831,3
23983,classifier[6],31981,4
23984,features[8],111511,2
23985,features[22],1101456,0
23986,features[22],1543932,0
23987,classifier[3],13370260,0
23988,classifier[0],1133387,4
23989,features[15],749495,4
23990,classifier[6],15387,4
23991,classifier[6],8086,0
23992,features[11],263696,3
23993,features[18],2273015,3
23994,features[18],1842488,4
23995,features[4],50529,3
23996,features[0],1536,2
23997,features[15],908616,2
23998,features[8],71245,1
23999,features[25],946700,3
24000,features[25],283714,1
24001,classifier[0],1365188,3
24002,features[22],1779558,4
24003,classifier[3],6715994,2
24004,features[8],196332,1
24005,features[18],1655589,0
24006,classifier[6],14802,0
24007,classifier[0],145524,2
24008,classifier[3],14622193,2
24009,features[11],430637,0
24010,features[11],522585,4
24011,classifier[3],3587007,3
24012,features[0],1385,2
24013,features[11],527974,1
24014,features[18],1432975,0
24015,features[25],1119802,2
24016,classifier[3],1589965,1
24017,classifier[3],11573920,3
24018,classifier[6],31619,3
24019,classifier[3],727418,1
24020,features[8],131862,0
24021,features[0],119,3
24022,features[8],19800,0
24023,features[22],1299109,3
24024,classifier[6],13124,3
24025,features[15],882386,1
24026,features[8],96941,0
24027,features[22],1519520,0
24028,features[4],4963,2
24029,features[11],562030,4
24030,features[25],1804796,1
24031,features[15],525851,4
24032,classifier[0],196006,2
24033,classifier[0],1773386,2
24034,classifier[6],2643,0
24035,features[8],121641,4
24036,classifier[3],10869175,2
24037,classifier[0],5252,4
24038,features[0],533,3
24039,features[8],219804,4
24040,features[25],1550502,1
24041,classifier[0],1117049,3
24042,features[18],1589729,4
24043,classifier[3],10831713,2
24044,features[15],366068,3
24045,features[15],1030925,2
24046,features[8],127934,0
24047,features[4],14225,1
24048,features[8],69883,2
24049,features[11],159128,4
24050,classifier[3],11047535,4
24051,features[15],209076,0
24052,features[0],753,0
24053,features[18],1311558,3
24054,features[0],1645,2
24055,features[18],538351,2
24056,classifier[0],37248,2
24057,features[18],1722387,0
24058,features[8],221002,2
24059,features[0],716,0
24060,features[18],3150,4
24061,classifier[3],8374744,2
24062,features[0],553,1
24063,classifier[0],267875,4
24064,features[22],1508841,0
24065,features[4],61917,3
24066,classifier[0],1646158,3
24067,features[0],1635,0
24068,features[11],548303,0
24069,features[22],1863946,3
24070,features[22],854805,3
24071,classifier[3],8628069,4
24072,features[8],76604,3
24073,classifier[3],9731209,2
24074,features[11],565746,2
24075,features[22],76813,4
24076,features[0],1611,1
24077,features[15],1156311,4
24078,classifier[0],95747,0
24079,classifier[3],16329617,3
24080,features[8],250764,1
24081,features[4],25536,3
24082,features[22],500059,0
24083,features[8],38180,4
24084,features[4],31681,4
24085,features[15],333038,4
24086,features[11],202148,4
24087,features[0],766,0
24088,classifier[6],29349,4
24089,classifier[3],12300112,1
24090,features[15],1071921,4
24091,features[11],2952,2
24092,features[11],323445,3
24093,features[4],24221,2
24094,features[15],1115649,2
24095,features[25],1526400,3
24096,features[0],616,0
24097,classifier[3],4108294,3
24098,features[25],991110,2
24099,classifier[0],974155,2
24100,classifier[0],845553,1
24101,classifier[3],7357141,1
24102,features[0],1570,4
24103,classifier[6],29639,3
24104,classifier[6],19476,4
24105,features[11],164624,1
24106,features[25],1672805,2
24107,classifier[0],247658,1
24108,classifier[0],480982,1
24109,features[8],169911,0
24110,classifier[6],23049,2
24111,classifier[3],5531941,4
24112,features[8],14539,0
24113,features[0],1147,3
24114,features[11],444502,3
24115,classifier[0],1600521,1
24116,classifier[0],559658,3
24117,features[22],1879888,1
24118,features[22],1620216,1
24119,features[15],819758,4
24120,classifier[0],1386807,2
24121,features[15],761504,2
24122,classifier[6],12139,2
24123,features[22],329194,3
24124,features[11],520368,1
24125,classifier[6],24245,3
24126,classifier[6],38867,1
24127,features[15],822995,3
24128,classifier[0],1151987,3
24129,features[4],31669,0
24130,classifier[3],12915496,2
24131,features[22],676087,3
24132,classifier[3],9466997,2
24133,features[15],283324,1
24134,features[11],228976,3
24135,classifier[6],29322,1
24136,features[22],2078461,3
24137,features[8],268690,2
24138,features[22],1108133,1
24139,features[4],6025,4
24140,classifier[3],15781476,3
24141,features[18],1756823,4
24142,features[8],234261,3
24143,features[11],333572,2
24144,features[15],479022,3
24145,features[11],531600,1
24146,classifier[3],4433686,2
24147,classifier[6],6589,2
24148,classifier[6],4925,1
24149,classifier[3],2845500,4
24150,features[15],444147,0
24151,classifier[6],281,3
24152,features[8],60858,3
24153,classifier[0],1025284,3
24154,features[25],2131775,4
24155,classifier[6],14687,3
24156,features[0],395,3
24157,classifier[0],970137,2
24158,features[15],864669,3
24159,features[11],414972,1
24160,features[22],982912,0
24161,classifier[3],10606880,4
24162,features[0],77,2
24163,features[8],36751,0
24164,features[25],1290126,3
24165,features[11],455724,0
24166,features[22],1838383,4
24167,features[25],729350,0
24168,features[8],120195,2
24169,classifier[3],10321735,4
24170,features[11],21516,1
24171,features[4],23140,2
24172,features[4],50965,2
24173,features[0],622,4
24174,features[22],921782,1
24175,classifier[0],231983,2
24176,classifier[6],30841,3
24177,classifier[3],12070001,1
24178,features[18],48262,0
24179,features[22],1778821,3
24180,features[22],1658487,4
24181,classifier[0],1229039,0
24182,features[11],254852,2
24183,classifier[0],1761856,3
24184,features[8],78221,3
24185,features[8],86611,3
24186,features[25],2344542,1
24187,features[18],72506,4
24188,features[18],349739,4
24189,classifier[3],3833956,4
24190,features[25],971307,0
24191,features[15],742695,0
24192,features[18],825597,4
24193,features[22],1522428,2
24194,features[0],93,4
24195,features[22],1798254,3
24196,classifier[0],1962351,1
24197,features[8],120780,0
24198,features[15],387992,2
24199,features[0],1699,0
24200,features[0],76,2
24201,features[15],503365,0
24202,features[15],591609,2
24203,classifier[3],12806299,1
24204,features[18],526496,3
24205,classifier[0],964853,3
24206,features[4],751,0
24207,features[0],713,1
24208,features[25],548480,0
24209,classifier[6],38624,4
24210,features[22],906243,4
24211,features[22],1974174,0
24212,features[25],1900420,3
24213,classifier[6],36511,2
24214,features[0],694,3
24215,classifier[3],6871396,1
24216,features[18],1823956,2
24217,features[25],2170251,0
24218,classifier[3],8662868,1
24219,classifier[3],16355794,0
24220,features[8],232841,0
24221,classifier[3],10589310,2
24222,features[8],88699,3
24223,features[22],529156,3
24224,features[22],1030127,3
24225,features[4],13022,4
24226,classifier[3],1397133,0
24227,features[25],1492478,4
24228,features[0],867,0
24229,classifier[6],24129,3
24230,features[11],128606,0
24231,classifier[0],727554,0
24232,features[18],163200,1
24233,features[11],210540,1
24234,features[0],404,3
24235,features[4],69405,3
24236,classifier[6],1709,0
24237,classifier[0],203839,3
24238,classifier[3],5150140,4
24239,features[0],164,3
24240,features[18],730049,0
24241,features[8],265417,2
24242,classifier[6],17165,3
24243,features[22],147854,2
24244,classifier[0],1923790,0
24245,features[11],28249,3
24246,features[22],950060,0
24247,classifier[6],9350,0
24248,classifier[6],22903,4
24249,classifier[0],648882,3
24250,classifier[0],246359,3
24251,features[18],1920499,1
24252,classifier[0],928271,3
24253,features[15],248626,4
24254,classifier[3],3879736,3
24255,features[18],521225,3
24256,classifier[3],11063205,0
24257,features[15],935064,4
24258,features[18],956218,1
24259,features[4],18349,2
24260,features[15],85498,0
24261,features[22],1215855,4
24262,features[15],64271,2
24263,features[4],61035,4
24264,classifier[6],32014,0
24265,features[18],1503935,1
24266,features[22],840346,3
24267,classifier[0],2044226,2
24268,classifier[0],1257207,1
24269,features[8],236231,2
24270,features[11],377920,1
24271,features[0],175,0
24272,features[4],3011,2
24273,classifier[6],18444,1
24274,features[8],188303,4
24275,features[22],292287,1
24276,features[0],1374,2
24277,features[25],692449,0
24278,features[8],100686,4
24279,classifier[6],15045,1
24280,features[25],1715359,0
24281,features[25],394213,4
24282,classifier[0],731549,0
24283,classifier[0],776030,0
24284,features[15],518683,4
24285,features[4],55735,2
24286,features[8],279623,1
24287,features[8],107882,4
24288,features[22],1884892,3
24289,features[4],54476,3
24290,features[22],1402561,0
24291,features[11],358241,3
24292,features[15],216264,2
24293,classifier[6],21899,4
24294,features[4],60126,2
24295,features[4],41406,1
24296,features[18],126870,2
24297,features[8],45993,3
24298,features[22],1488836,2
24299,features[22],2272519,2
24300,features[11],200871,1
24301,features[18],491915,2
24302,classifier[6],33449,1
24303,features[25],579065,1
24304,features[15],601819,0
24305,features[8],78498,1
24306,classifier[0],54503,4
24307,classifier[3],12720052,1
24308,features[25],1641047,2
24309,features[15],326179,3
24310,features[11],131106,3
24311,features[8],59308,1
24312,classifier[3],9380288,0
24313,features[8],226675,2
24314,features[11],493268,4
24315,classifier[0],1109762,3
24316,features[18],1989266,3
24317,classifier[3],15436602,2
24318,features[25],1106653,1
24319,features[15],917970,1
24320,features[8],114790,4
24321,features[25],565750,2
24322,features[11],257148,3
24323,features[25],934214,3
24324,features[11],281264,2
24325,features[8],120691,3
24326,classifier[3],16038868,2
24327,features[25],876082,3
24328,features[25],404480,4
24329,features[4],8170,4
24330,features[4],4301,1
24331,features[15],981946,3
24332,classifier[6],36563,0
24333,features[8],138170,3
24334,classifier[6],25050,1
24335,classifier[6],10009,1
24336,classifier[0],483199,4
24337,features[11],499908,3
24338,features[15],764123,1
24339,features[25],1037823,4
24340,features[18],742442,1
24341,classifier[3],10346532,1
24342,features[0],1621,0
24343,classifier[0],886823,2
24344,classifier[3],6354077,3
24345,classifier[3],13579866,3
24346,classifier[3],7078806,2
24347,classifier[3],3407080,2
24348,features[11],79596,3
24349,features[25],875184,1
24350,features[11],108078,0
24351,classifier[0],386367,0
24352,features[8],2358,2
24353,classifier[6],39946,2
24354,features[8],263255,3
24355,features[22],681231,0
24356,classifier[3],1135884,0
24357,features[4],58018,0
24358,features[15],822797,3
24359,features[4],60923,4
24360,features[15],41176,0
24361,features[18],231634,0
24362,classifier[0],1227508,2
24363,features[18],1825785,0
24364,features[25],559863,0
24365,features[22],611901,1
24366,features[0],1593,1
24367,classifier[0],806993,2
24368,classifier[3],8715305,2
24369,classifier[0],932655,4
24370,features[4],31870,3
24371,features[22],2220634,0
24372,features[4],1028,2
24373,classifier[3],14229355,2
24374,features[15],205579,0
24375,features[25],2319549,1
24376,classifier[0],337128,0
24377,features[18],1340934,0
24378,features[18],1030545,3
24379,classifier[0],1598128,4
24380,features[22],2352975,3
24381,features[22],1358754,0
24382,features[11],304940,3
24383,classifier[3],14409139,3
24384,features[15],972728,0
24385,features[11],367953,0
24386,features[11],458543,1
24387,features[4],28312,1
24388,classifier[0],830198,4
24389,features[0],799,3
24390,features[25],2227210,0
24391,features[15],931649,2
24392,features[25],105096,3
24393,features[22],310788,2
24394,features[18],569000,0
24395,features[18],1238128,2
24396,classifier[6],3521,0
24397,features[15],1048214,2
24398,features[0],941,2
24399,features[22],2031874,4
24400,features[22],1085,1
24401,features[11],7847,3
24402,features[15],832923,2
24403,features[25],1139901,2
24404,features[11],277288,2
24405,classifier[0],1036661,2
24406,classifier[0],202413,1
24407,features[0],603,1
24408,features[22],1149182,1
24409,features[8],106851,3
24410,features[22],441722,3
24411,features[11],298223,4
24412,classifier[6],3796,3
24413,features[22],1074635,3
24414,features[15],79251,0
24415,features[15],406550,2
24416,features[11],305021,4
24417,features[22],1315936,3
24418,features[15],90710,4
24419,features[11],309703,0
24420,features[22],955779,1
24421,features[15],610758,1
24422,features[22],799869,1
24423,features[15],995488,3
24424,features[11],328753,4
24425,features[4],54160,1
24426,features[8],279939,0
24427,features[25],876036,2
24428,features[0],456,2
24429,classifier[0],406289,1
24430,features[0],1152,2
24431,features[0],679,3
24432,features[18],592576,0
24433,features[18],1234828,3
24434,features[11],44532,2
24435,features[15],1061283,2
24436,features[8],62720,4
24437,features[8],23071,1
24438,features[8],172844,3
24439,features[22],236559,4
24440,features[0],1525,1
24441,features[0],1456,4
24442,classifier[6],26102,4
24443,classifier[6],10179,2
24444,features[0],1363,2
24445,features[22],2048853,4
24446,features[22],368864,3
24447,classifier[6],40858,4
24448,classifier[0],1287482,0
24449,features[4],56678,3
24450,features[18],1541362,0
24451,features[15],174653,2
24452,features[11],194947,2
24453,features[4],38942,1
24454,features[8],252225,1
24455,features[15],706112,2
24456,classifier[3],7614319,4
24457,features[4],6768,4
24458,classifier[0],809891,1
24459,classifier[3],9229905,1
24460,classifier[3],6304880,2
24461,features[0],244,4
24462,classifier[0],493071,4
24463,features[11],536413,1
24464,features[8],76055,3
24465,features[0],1588,2
24466,features[18],863534,1
24467,features[15],192149,2
24468,features[8],106831,0
24469,features[15],59252,4
24470,features[8],143628,4
24471,features[8],183623,3
24472,features[4],54776,0
24473,classifier[0],35893,2
24474,features[8],126684,2
24475,features[18],2324625,0
24476,features[0],810,4
24477,features[22],164305,2
24478,features[11],93482,4
24479,classifier[6],2999,3
24480,features[15],615088,3
24481,features[11],372896,0
24482,features[11],237027,4
24483,features[8],75349,1
24484,features[8],54775,0
24485,features[11],510793,0
24486,features[25],475986,2
24487,features[15],715645,1
24488,features[18],116598,3
24489,features[4],28852,2
24490,features[22],301165,0
24491,features[18],83237,4
24492,features[15],972507,1
24493,classifier[0],247540,0
24494,features[4],38963,3
24495,features[22],1004357,1
24496,classifier[3],9162154,3
24497,features[4],27150,4
24498,features[0],186,4
24499,classifier[0],1908975,0
24500,features[8],149387,2
24501,features[11],234062,2
24502,features[22],1156205,1
24503,features[22],628099,4
24504,features[15],889394,0
24505,features[11],514462,0
24506,features[18],2289483,1
24507,classifier[3],13016702,0
24508,features[8],285897,1
24509,features[8],146686,0
24510,classifier[6],9198,3
24511,features[0],892,1
24512,features[22],353960,3
24513,features[11],57599,0
24514,features[0],1333,4
24515,classifier[6],23980,3
24516,classifier[3],8967823,0
24517,features[25],1288508,4
24518,classifier[6],10507,3
24519,classifier[0],384087,4
24520,classifier[6],2639,1
24521,features[22],1274227,4
24522,features[11],295253,3
24523,features[25],1225826,4
24524,classifier[3],11603441,4
24525,classifier[0],1068600,3
24526,features[11],335698,4
24527,features[22],2122911,1
24528,classifier[6],33442,2
24529,classifier[3],1915103,0
24530,features[11],432183,0
24531,classifier[0],1830802,2
24532,features[4],47917,3
24533,features[8],68899,1
24534,classifier[0],1588266,2
24535,features[15],52228,1
24536,features[25],128834,2
24537,features[0],1428,2
24538,classifier[0],1253826,0
24539,classifier[0],643570,0
24540,features[22],1459972,4
24541,features[18],860405,3
24542,features[11],280462,2
24543,features[0],337,2
24544,features[22],781988,2
24545,classifier[3],16507717,2
24546,features[4],21554,2
24547,features[18],431142,3
24548,features[0],417,3
24549,classifier[3],13604781,0
24550,features[8],94701,1
24551,classifier[0],968344,1
24552,features[18],101042,1
24553,features[18],622459,3
24554,features[11],257842,0
24555,features[0],956,2
24556,features[18],823090,2
24557,features[4],31622,0
24558,features[4],70870,1
24559,classifier[3],7994351,2
24560,features[25],1116420,3
24561,classifier[0],1056907,3
24562,classifier[0],1661654,0
24563,classifier[3],13496592,0
24564,features[0],67,3
24565,features[0],856,3
24566,classifier[6],11187,1
24567,features[4],53862,0
24568,features[0],184,1
24569,features[11],89817,0
24570,features[8],17914,0
24571,features[4],50680,0
24572,features[11],297234,0
24573,classifier[0],167457,1
24574,features[18],1787734,3
24575,features[18],2202145,1
24576,classifier[3],15348704,0
24577,features[18],1281392,1
24578,features[25],1581879,3
24579,features[8],180871,2
24580,features[25],1259295,1
24581,features[0],1192,1
24582,classifier[0],2002651,2
24583,classifier[0],773579,3
24584,features[11],558580,2
24585,features[11],422110,3
24586,features[25],1992580,0
24587,features[0],587,0
24588,features[18],2188537,3
24589,features[15],1076135,3
24590,features[0],910,1
24591,features[15],425168,0
24592,features[22],1013750,0
24593,features[15],760281,4
24594,features[4],66856,4
24595,features[8],288095,3
24596,classifier[3],12817085,2
24597,features[11],261173,4
24598,features[22],432270,0
24599,features[11],512677,0
24600,features[18],2014532,4
24601,features[8],29989,1
24602,features[11],412989,0
24603,features[4],3385,4
24604,features[8],194583,3
24605,features[15],1079704,2
24606,features[0],47,0
24607,classifier[3],8351518,4
24608,features[11],305747,3
24609,features[4],33868,4
24610,features[22],505904,0
24611,classifier[3],8039076,1
24612,features[22],49779,2
24613,classifier[6],7606,0
24614,features[11],27139,0
24615,features[25],2311502,2
24616,features[4],46847,1
24617,classifier[0],521479,0
24618,classifier[0],1664461,4
24619,features[0],1090,2
24620,features[15],414548,1
24621,features[15],470200,3
24622,features[4],25967,3
24623,features[18],281410,2
24624,features[25],1361737,3
24625,classifier[3],4906455,4
24626,features[0],279,2
24627,classifier[6],31623,0
24628,features[4],51476,3
24629,features[4],69863,0
24630,classifier[6],10850,1
24631,features[0],887,4
24632,features[25],1779577,2
24633,features[22],1959052,3
24634,features[4],43269,4
24635,features[0],778,2
24636,classifier[6],29843,2
24637,features[4],8805,3
24638,classifier[3],10498785,1
24639,features[25],839689,2
24640,features[8],115346,1
24641,features[4],63060,0
24642,classifier[6],14621,2
24643,features[11],374559,4
24644,features[15],301889,3
24645,features[8],119526,4
24646,features[15],966481,1
24647,features[0],823,2
24648,classifier[3],6763263,0
24649,features[25],1525935,4
24650,features[4],32186,2
24651,features[8],185461,0
24652,features[8],260740,3
24653,features[15],747303,3
24654,classifier[3],15244995,4
24655,classifier[3],10094839,3
24656,features[15],747197,4
24657,features[25],1618396,3
24658,features[25],1975332,0
24659,classifier[6],13076,1
24660,classifier[6],9571,2
24661,features[11],573925,1
24662,features[11],465747,1
24663,features[4],2346,2
24664,features[25],1781107,1
24665,classifier[6],4233,1
24666,features[15],323421,1
24667,classifier[0],1922189,1
24668,features[8],122524,2
24669,classifier[3],106868,1
24670,features[22],2307125,4
24671,classifier[3],3360363,2
24672,features[18],936698,3
24673,features[0],424,3
24674,classifier[6],705,3
24675,features[11],32829,3
24676,classifier[0],244439,0
24677,features[8],79164,2
24678,features[0],1117,4
24679,classifier[3],9672936,4
24680,features[25],2170529,4
24681,features[11],244506,1
24682,features[4],14473,3
24683,classifier[3],8976644,3
24684,features[11],569871,1
24685,features[25],470481,3
24686,features[18],412654,1
24687,features[11],98768,0
24688,features[25],1895512,4
24689,classifier[3],2487640,0
24690,features[18],1046616,1
24691,features[4],68554,1
24692,classifier[3],11040817,3
24693,features[4],3381,2
24694,features[8],229639,3
24695,features[18],1776487,0
24696,features[18],1503372,2
24697,features[25],1807398,0
24698,features[22],901028,4
24699,features[25],1687334,0
24700,classifier[0],317021,3
24701,features[18],2307887,4
24702,features[15],888385,0
24703,classifier[0],574086,3
24704,features[25],298921,3
24705,classifier[6],7927,3
24706,features[15],543449,1
24707,classifier[0],1481441,3
24708,features[0],519,0
24709,features[4],467,2
24710,features[4],71356,0
24711,features[15],852029,1
24712,features[8],162719,4
24713,features[18],698249,2
24714,features[15],80060,4
24715,features[8],131411,4
24716,classifier[6],35032,3
24717,features[4],64832,3
24718,features[25],106796,3
24719,features[25],861898,4
24720,features[18],2061132,1
24721,classifier[3],1580090,1
24722,features[11],347127,0
24723,features[0],1222,2
24724,features[4],31380,4
24725,features[4],40695,1
24726,classifier[3],15910904,3
24727,classifier[3],7344338,4
24728,classifier[3],14843664,3
24729,features[4],16252,1
24730,classifier[3],9954043,1
24731,classifier[6],11511,3
24732,features[25],2050643,1
24733,features[4],7761,1
24734,classifier[6],21895,1
24735,classifier[6],8688,2
24736,features[15],422237,1
24737,features[4],55562,2
24738,features[11],86369,4
24739,features[25],1775734,3
24740,features[0],780,3
24741,features[22],1979894,1
24742,features[0],107,4
24743,classifier[6],27166,1
24744,classifier[6],3029,1
24745,classifier[0],892323,3
24746,features[4],66767,0
24747,features[11],556232,3
24748,classifier[0],1349005,4
24749,classifier[3],5884148,1
24750,features[8],57802,1
24751,features[0],1597,4
24752,features[0],1028,2
24753,classifier[3],9999399,4
24754,features[15],1127315,2
24755,features[18],477931,3
24756,features[4],48019,3
24757,features[0],14,2
24758,classifier[0],874657,1
24759,features[4],56972,3
24760,features[18],139089,3
24761,features[4],47727,1
24762,features[11],454420,4
24763,classifier[3],9783733,0
24764,features[0],52,4
24765,classifier[6],26102,0
24766,features[8],195700,4
24767,features[18],1936795,2
24768,features[0],98,2
24769,features[0],603,4
24770,classifier[0],675906,2
24771,features[0],1327,1
24772,features[18],2162025,0
24773,features[4],67505,2
24774,features[0],624,3
24775,features[8],276245,2
24776,classifier[3],9543401,3
24777,features[18],2275869,0
24778,classifier[3],7075855,3
24779,features[4],34960,3
24780,classifier[6],26979,3
24781,features[15],693258,0
24782,classifier[6],18523,4
24783,features[22],875524,4
24784,classifier[6],19145,3
24785,features[22],2072454,4
24786,classifier[3],6980489,3
24787,features[11],330243,0
24788,features[18],1489539,2
24789,features[8],202357,3
24790,features[15],1159373,4
24791,features[8],16024,1
24792,classifier[0],1931075,4
24793,features[0],200,0
24794,features[18],1170275,1
24795,features[11],181349,2
24796,features[8],192920,4
24797,features[25],2339736,0
24798,classifier[0],2090847,1
24799,features[4],70143,4
24800,features[4],36031,1
24801,features[11],582822,4
24802,features[22],136472,0
24803,classifier[3],4727091,0
24804,features[11],197991,3
24805,features[0],1326,4
24806,features[18],1050583,0
24807,features[11],116503,2
24808,features[22],1482888,1
24809,features[4],30011,1
24810,features[4],68329,1
24811,features[0],1511,3
24812,features[25],985176,3
24813,features[4],31456,4
24814,features[18],202420,0
24815,features[11],364436,2
24816,classifier[3],15056380,1
24817,features[25],617726,2
24818,classifier[3],2745644,0
24819,features[22],1442813,4
24820,features[25],2179135,3
24821,classifier[0],1334114,1
24822,classifier[3],13752014,2
24823,features[4],27180,3
24824,features[4],12950,2
24825,features[15],912321,4
24826,features[15],811726,1
24827,classifier[0],312679,3
24828,classifier[0],1490558,0
24829,features[4],57037,0
24830,features[11],553207,4
24831,features[4],7701,1
24832,features[18],291140,1
24833,features[18],1199826,0
24834,features[15],1104253,2
24835,features[15],400647,1
24836,classifier[0],1035157,2
24837,features[15],1096325,3
24838,features[0],1091,4
24839,features[11],61471,2
24840,classifier[3],7361417,2
24841,features[15],1166091,2
24842,features[22],1925374,2
24843,features[15],148766,1
24844,classifier[0],584074,0
24845,classifier[0],2074686,3
24846,features[18],1770415,3
24847,features[8],230981,2
24848,classifier[6],5647,3
24849,features[25],1248806,1
24850,features[25],138374,0
24851,features[15],1075764,1
24852,classifier[0],327195,4
24853,features[15],933830,1
24854,classifier[3],2176403,1
24855,features[25],1265107,0
24856,features[25],1282987,3
24857,features[11],518843,2
24858,classifier[3],10294783,4
24859,classifier[3],5785607,0
24860,features[25],172705,1
24861,features[25],411713,2
24862,features[22],2257408,1
24863,features[25],2300735,0
24864,features[15],732380,3
24865,features[8],281730,0
24866,features[8],193932,0
24867,classifier[0],2054052,1
24868,features[0],388,0
24869,classifier[3],14433021,0
24870,features[15],652964,3
24871,classifier[6],25113,1
24872,features[25],831602,2
24873,features[15],262365,0
24874,features[8],171680,3
24875,features[25],15488,0
24876,features[15],715193,3
24877,features[25],77406,0
24878,features[22],340860,3
24879,classifier[3],2092082,1
24880,classifier[0],1067273,4
24881,classifier[0],2064435,3
24882,features[4],57700,4
24883,classifier[0],1179110,3
24884,features[8],197103,1
24885,features[25],136817,2
24886,features[22],600078,2
24887,classifier[3],13809610,2
24888,features[18],1358981,4
24889,classifier[0],467970,1
24890,features[4],48195,1
24891,classifier[0],291473,4
24892,features[4],44996,3
24893,features[25],2275357,4
24894,classifier[0],2078117,1
24895,features[25],856749,1
24896,features[15],550193,2
24897,features[11],413777,0
24898,classifier[3],1579829,0
24899,classifier[0],1235389,0
24900,features[4],46321,1
24901,features[11],193582,0
24902,classifier[6],24365,1
24903,features[25],1981131,0
24904,classifier[3],16054960,3
24905,features[8],79245,2
24906,classifier[6],32236,4
24907,classifier[0],397340,1
24908,features[4],26324,3
24909,classifier[0],1160398,1
24910,classifier[3],7186944,2
24911,features[22],37751,4
24912,features[15],177146,0
24913,features[15],588128,2
24914,features[15],962021,4
24915,features[25],202339,0
24916,classifier[3],5884996,0
24917,features[15],238152,1
24918,features[18],1116791,4
24919,classifier[3],5072212,3
24920,features[11],334149,1
24921,classifier[0],1474565,2
24922,classifier[3],2376471,0
24923,features[8],155444,0
24924,classifier[3],2273324,4
24925,features[8],54701,0
24926,features[18],1958051,1
24927,classifier[0],349165,0
24928,features[4],7873,3
24929,features[25],987135,2
24930,features[22],451395,4
24931,features[4],43129,2
24932,classifier[0],1606680,3
24933,classifier[3],4804546,3
24934,classifier[3],7668044,2
24935,features[8],77853,3
24936,features[25],1511085,0
24937,features[15],703917,3
24938,classifier[0],1719531,1
24939,classifier[3],10636820,0
24940,features[22],288290,1
24941,features[11],210585,3
24942,features[8],150301,3
24943,classifier[6],12288,2
24944,features[22],2232013,2
24945,features[11],57334,0
24946,classifier[6],23325,3
24947,classifier[3],5561876,0
24948,features[15],1054852,3
24949,classifier[0],1887413,3
24950,features[18],1656080,0
24951,classifier[6],3452,0
24952,features[8],121997,0
24953,features[22],300482,2
24954,features[15],417360,1
24955,features[15],930653,3
24956,features[15],953211,0
24957,features[22],13673,3
24958,features[4],33197,2
24959,features[25],76308,3
24960,classifier[0],2041138,4
24961,features[4],14507,0
24962,features[15],178091,4
24963,classifier[6],22337,1
24964,classifier[6],35307,0
24965,features[18],931059,0
24966,features[11],367666,2
24967,classifier[0],1656275,4
24968,features[15],747756,0
24969,features[22],1582008,3
24970,features[25],1772372,1
24971,features[0],631,1
24972,features[25],1257395,4
24973,features[15],515331,3
24974,features[15],595975,0
24975,classifier[3],9880249,4
24976,classifier[0],602441,2
24977,features[0],455,0
24978,classifier[0],709731,3
24979,features[4],32995,1
24980,features[22],1336422,3
24981,classifier[6],38842,2
24982,features[8],241939,1
24983,classifier[3],786636,3
24984,classifier[6],29861,0
24985,features[25],521555,3
24986,features[11],413694,0
24987,classifier[0],46138,4
24988,features[0],208,2
24989,features[18],2114267,0
24990,features[4],15484,4
24991,features[15],219143,2
24992,classifier[3],5660265,2
24993,features[18],2055217,0
24994,classifier[0],729113,1
24995,features[25],257641,4
24996,features[4],8959,1
24997,features[18],2124289,1
24998,classifier[6],15860,4
24999,features[15],279397,4
25000,features[0],1371,4
25001,features[18],1601393,0
25002,classifier[6],32283,3
25003,features[15],46285,1
25004,features[0],1163,4
25005,classifier[0],1999339,1
25006,features[25],744304,4
25007,features[22],1207312,4
25008,features[0],1239,0
25009,features[4],45806,0
25010,classifier[0],993736,3
25011,features[4],62829,3
25012,features[15],378609,0
25013,features[0],1016,3
